Player;Age;Tm;TS%;FTr;TRB%;AST%;STL%
Monta Ellis;21;GSW;0,545;0,354;5,1;18,8;2,4
Leandro Barbosa;24;PHO;0,595;0,209;4,8;18,7;1,8
Larry Hughes;28;CLE;0,48;0,324;6;16,4;1,8
Chris Wilcox;24;SEA;0,568;0,429;14,6;5,3;1,4
Desmond Mason;29;NOK;0,493;0,359;7,7;7,6;1,1
Carlos Boozer;25;UTA;0,588;0,322;20,6;16,6;1,4
Mark Blount;31;MIN;0,546;0,232;11,9;4,5;0,9
Tracy McGrady;27;HOU;0,515;0,33;8,6;37,5;1,9
Samuel Dalembert;25;PHI;0,581;0,34;17,4;4,2;1
Chauncey Billups;30;DET;0,591;0,536;5,6;32,9;1,8
Tyson Chandler;24;NOK;0,62;0,429;20,7;4,1;0,8
Ruben Patterson;31;MIL;0,578;0,434;10,3;15,5;2,3
Tony Parker;24;SAS;0,572;0,319;6;31,7;1,8
Carmelo Anthony;22;DEN;0,552;0,391;8,9;19,2;1,5
Udonis Haslem;26;MIA;0,523;0,283;15,5;6,6;1,1
Caron Butler;26;WAS;0,537;0,336;10,8;15,9;2,8
Mo Williams;24;MIL;0,519;0,177;7,8;28,2;1,8
Bruce Bowen;35;SAS;0,511;0,156;5,5;7;1,3
Jermaine O'Neal;28;IND;0,5;0,392;15,5;13;1,1
Smush Parker;25;LAL;0,526;0,223;4,9;14,6;2,5
Josh Howard;26;DAL;0,548;0,273;11,7;9,2;1,8
Anthony Parker;31;TOR;0,597;0,23;6,8;9,9;1,6
Zach Randolph;25;POR;0,537;0,374;17,6;12,8;1,2
DeShawn Stevenson;25;WAS;0,542;0,287;5,1;14,3;1,4
Rasheed Wallace;32;DET;0,513;0,163;13,3;8,9;1,7
Andris Biedrins;20;GSW;0,598;0,287;17,5;5,4;1,4
Nick Collison;26;SEA;0,546;0,313;16,8;5,4;1,1
Marcus Camby;32;DEN;0,519;0,335;19,4;14,1;1,8
Joe Johnson;25;ATL;0,558;0,276;6,1;21,8;1,4
Chris Paul;21;NOK;0,537;0,41;6,9;41,3;2,7
Rashard Lewis;27;SEA;0,587;0,313;10,1;10,8;1,5
Jameer Nelson;24;ORL;0,514;0,253;6,2;25;1,7
Emeka Okafor;24;CHA;0,554;0,399;19,2;6;1,3
Adam Morrison;22;CHA;0,45;0,179;5,9;11,9;0,6
Al Jefferson;22;BOS;0,547;0,334;19,5;7,2;1,1
Corey Maggette;27;LAC;0,583;0,783;11,5;15,9;1,5
Kyle Korver;25;PHI;0,569;0,247;6,8;8;1,3
Derek Fisher;32;UTA;0,51;0,455;4;18,1;1,9
Ryan Gomes;24;BOS;0,534;0,322;10,7;9,2;1,1
Boris Diaw;24;PHO;0,57;0,211;8,1;21,7;0,6
Hedo Turkoglu;27;ORL;0,528;0,266;8;17,9;1,6
Andrew Bogut;22;MIL;0,566;0,308;15,2;13,9;1,1
T,J, Ford;23;TOR;0,508;0,325;6,2;44,8;2,3
Jamaal Tinsley;28;IND;0,465;0,269;6,2;38,5;2,7
Drew Gooden;25;CLE;0,508;0,254;17,7;6,7;1,7
Rasual Butler;27;NOK;0,495;0,11;6,7;4,7;1
Trenton Hassell;27;MIN;0,529;0,208;6,5;14;0,5
Baron Davis;27;GSW;0,53;0,358;6,8;36,9;2,9
Ray Allen;31;SEA;0,564;0,268;6,7;19;1,9
Delonte West;23;BOS;0,526;0,275;5,6;23,5;1,7
Luther Head;24;HOU;0,584;0,15;6,6;14,8;1,8
Lamar Odom;27;LAL;0,552;0,416;14,5;19,5;1,2
Jamal Crawford;26;NYK;0,517;0,307;5,1;20,9;1,4
Marvin Williams;20;ATL;0,51;0,375;9,3;9,7;1,3
Chris Kaman;24;LAC;0,502;0,344;16,2;6,1;1
Hakim Warrick;24;MEM;0,592;0,545;11,7;6;1
Earl Watson;27;SEA;0,483;0,214;5,2;31,4;2,4
Andre Miller;30;PHI;0,518;0,3;6,9;32,7;1,8
Ime Udoka;29;POR;0,569;0,173;8,1;8,6;1,8
John Salmons;27;SAC;0,553;0,395;7,3;18,8;1,7
Pau Gasol;26;MEM;0,593;0,466;16,3;17,7;0,7
Zydrunas Ilgauskas;31;CLE;0,527;0,242;16,4;10,2;1,2
Juwan Howard;33;HOU;0,517;0,283;12,7;10,5;0,7
Allen Iverson;31;DEN;0,545;0,46;4;28,3;2,1
Rudy Gay;20;MEM;0,497;0,275;9,9;8;1,7
Luke Ridnour;25;SEA;0,509;0,229;4,7;28,2;2,1
Mikki Moore;31;NJN;0,637;0,464;11,4;6,1;1,2
Devin Harris;23;DAL;0,574;0,44;5,7;22,9;2,5
Mike James;31;MIN;0,528;0,262;4,7;23,7;1,4
Chucky Atkins;32;MEM;0,58;0,435;4;27,9;1,2
Manu Ginobili;29;SAS;0,609;0,436;9,6;22,6;2,8
Tim Thomas;29;LAC;0,532;0,199;11;14,2;1,4
Andrei Kirilenko;25;UTA;0,558;0,572;9,8;14,5;1,9
Damien Wilkins;27;SEA;0,535;0,282;6,7;12;2,4
Michael Redd;27;MIL;0,586;0,406;5,7;11;1,6
Zaza Pachulia;22;ATL;0,562;0,607;14,9;9,2;2
Josh Childress;23;ATL;0,586;0,405;10,1;10,8;1,5
Shareef Abdur-Rahim;30;SAC;0,524;0,358;11,6;9,2;1,3
Brandon Roy;22;POR;0,548;0,315;7,7;20,9;1,8
Grant Hill;34;ORL;0,582;0,491;7,3;12,3;1,6
Luke Walton;26;LAL;0,551;0,26;8,9;20,2;1,6
Matt Harpring;30;UTA;0,564;0,471;10,9;8,2;1,4
Richard Jefferson;26;NJN;0,555;0,49;7,2;13,1;0,9
Mickael Pietrus;24;GSW;0,59;0,358;9,3;4,7;1,2
Anderson Varejao;24;CLE;0,527;0,668;16,4;6;2,1
Dwyane Wade;25;MIA;0,583;0,556;7,3;40,5;3
Eric Snow;33;CLE;0,458;0,349;5,7;25,2;1,5
James Posey;30;MIA;0,579;0,227;11;7,7;2
Erick Dampier;31;DAL;0,642;0,572;17,8;3,5;0,7
Darko Milicic;21;ORL;0,492;0,42;14,1;7,9;1,2
Jorge Garbajosa;29;TOR;0,503;0,147;10,2;10,1;2,1
Chris Duhon;24;CHI;0,529;0,209;5,1;24,4;1,9
David West;26;NOK;0,532;0,287;12,9;10,9;1,2
Channing Frye;23;NYK;0,464;0,157;12,4;6,2;1
Randy Foye;23;MIN;0,536;0,278;6,9;20,9;1,5
Matt Carroll;26;CHA;0,58;0,316;6,5;8,2;1,5
Jason Williams;31;MIA;0,54;0,181;4,5;28,3;1,7
Jason Collins;28;NJN;0,408;0,841;10,1;3,5;1,1
Willie Green;25;PHI;0,458;0,128;5,1;11,2;1,6
Rajon Rondo;20;BOS;0,472;0,409;9,5;26,3;3,6
Michael Finley;33;SAS;0,524;0,148;7,4;9,7;0,9
Antoine Walker;30;MIA;0,462;0,157;11;12,1;1,4
Matt Barnes;26;GSW;0,547;0,196;10,6;12,8;1,9
Andrew Bynum;19;LAL;0,593;0,483;15,8;8,2;0,3
Brad Miller;30;SAC;0,508;0,302;13,2;20,4;1,1
Gerald Green;21;BOS;0,521;0,215;7;8,5;1,2
Jason Kapono;25;MIA;0,613;0,131;6;7,9;1,1
Antonio Daniels;31;WAS;0,572;0,643;4,9;24,3;1,1
Martell Webster;20;POR;0,522;0,268;8,5;4,9;1,1
Jeff Foster;30;IND;0,513;0,469;20,2;5;1,9
Brendan Haywood;27;WAS;0,571;0,592;15,8;4,1;1
Paul Pierce;29;BOS;0,571;0,473;9,5;22,1;1,4
Maurice Evans;28;LAL;0,523;0,286;7,5;6,7;1,1
David Lee;23;NYK;0,652;0,433;20,7;10,2;1,5
Antonio McDyess;32;DET;0,552;0,257;17;7,2;1,9
Nene Hilario;24;DEN;0,611;0,548;14,7;7,1;1,8
Chuck Hayes;23;HOU;0,587;0,266;17,5;4,4;2,2
Jannero Pargo;27;NOK;0,504;0,176;6,1;20,4;1,6
Jamaal Magloire;28;POR;0,527;0,613;18;2,9;0,7
Quinton Ross;25;LAC;0,508;0,23;6,7;8,1;2,2
Rasho Nesterovic;30;TOR;0,558;0,119;12,6;7;1,1
Jason Richardson;26;GSW;0,512;0,191;8,5;16;1,6
Dahntay Jones;26;MEM;0,542;0,377;5,5;6,6;1,2
Devin Brown;28;NOK;0,538;0,279;8,7;14,8;1,4
Eduardo Najera;30;DEN;0,609;0,347;10,5;5,7;2,2
Steve Blake;26;DEN;0,511;0,116;4,3;28,2;1,5
Brent Barry;35;SAS;0,666;0,275;5,9;13,3;1,8
Andrea Bargnani;21;TOR;0,546;0,227;9,2;5,1;1
Jarvis Hayes;25;WAS;0,502;0,154;7,4;7,7;1,5
Yao Ming;26;HOU;0,601;0,504;16;12,3;0,6
Quentin Richardson;26;NYK;0,532;0,22;12,9;11,4;1,2
Jerry Stackhouse;32;DAL;0,537;0,329;5,4;19,7;1,7
Jose Calderon;25;TOR;0,588;0,283;4,9;39,7;2
Shaun Livingston;21;LAC;0,503;0,258;6,8;28,3;1,9
Steven Hunter;25;PHI;0,573;0,463;12,5;2,6;0,4
Sebastian Telfair;21;BOS;0,458;0,232;4,1;22,7;1,4
Kendrick Perkins;22;BOS;0,518;0,372;14,1;9,4;0,8
Tony Battie;30;ORL;0,513;0,214;13,5;3,6;1
Alonzo Mourning;36;MIA;0,59;0,725;13,1;2;0,4
Marko Jaric;28;MIN;0,51;0,271;7,1;14,1;2,5
Craig Smith;23;MIN;0,558;0,402;16,2;5,4;1,8
Sasha Pavlovic;23;CLE;0,554;0,257;6;11,3;1,9
Bostjan Nachbar;26;NJN;0,614;0,331;9,7;6,8;1
Travis Outlaw;22;POR;0,499;0,319;8,8;6,1;2,2
Mike Dunleavy;26;IND;0,544;0,35;9,2;12,4;1,6
Brian Skinner;30;MIL;0,511;0,312;14,9;5,4;0,6
Morris Peterson;29;TOR;0,555;0,238;9,2;5;1,5
Shelden Williams;23;ATL;0,518;0,395;17,3;4,8;1,8
Johan Petro;21;SEA;0,532;0,176;13,3;4,8;1,4
Gary Payton;38;MIA;0,458;0,156;5,2;20,9;1,5
Damon Stoudamire;33;MEM;0,493;0,19;5,5;31,3;1,6
Linas Kleiza;22;DEN;0,561;0,285;10,1;4,5;0,9
Tyronn Lue;29;ATL;0,534;0,311;4,2;23,9;0,9
DeSagana Diop;25;DAL;0,503;0,57;17,8;2,8;1,4
Ronald Murray;27;DET;0,474;0,274;4,5;20,4;1,8
Paul Millsap;21;UTA;0,571;0,523;17,5;6,7;2,4
J,R, Smith;21;DEN;0,585;0,196;5,5;10,2;1,6
P,J, Brown;37;CHI;0,462;0,292;13,6;5;0,8
Keyon Dooling;26;ORL;0,501;0,308;3,7;13,1;1,9
Kenny Thomas;29;SAC;0,492;0,251;15,7;8,4;1,5
Francisco Garcia;25;SAC;0,551;0,3;8,5;9,8;1,6
Sam Cassell;37;LAC;0,506;0,291;7,1;35,3;1,1
Andres Nocioni;27;CHI;0,578;0,248;12,2;7;1
LaMarcus Aldridge;21;POR;0,533;0,24;13,9;3,2;0,9
James Jones;26;PHO;0,51;0,184;7,5;4,5;1
Greg Buckner;30;DAL;0,486;0,114;6,9;7,6;1,8
Carlos Delfino;24;DET;0,515;0,237;11,5;10,2;1,8
Fabricio Oberto;31;SAS;0,575;0,181;16,3;7,8;1
Donyell Marshall;33;CLE;0,536;0,162;13,8;5,7;1,5
Nate Robinson;22;NYK;0,552;0,266;6,7;11,9;2
Al Harrington;26;GSW;0,542;0,237;10,9;11,6;1,4
Joe Smith;31;PHI;0,508;0,317;15,9;5,7;1,2
Corliss Williamson;33;SAC;0,559;0,447;9,7;5,2;1,1
Francisco Elson;30;SAS;0,552;0,284;15,2;6,4;1,2
Bobby Jackson;33;NOK;0,5;0,324;7,7;17,9;2
Joey Graham;24;TOR;0,564;0,338;11;5,4;1,2
Marcus Williams;21;NJN;0,474;0,162;7,3;34,4;1,2
Jared Jeffries;25;NYK;0,473;0,33;10,8;7,9;1,8
Carlos Arroyo;27;ORL;0,501;0,347;6,3;27,1;1,6
Stephen Jackson;28;GSW;0,55;0,298;5,4;20,6;1,9
Dorell Wright;21;MIA;0,489;0,236;12,4;12,1;1,7
Dikembe Mutombo;40;HOU;0,601;0,569;21,8;1,5;0,9
Devean George;29;DAL;0,487;0,13;10;4;1,9
Trevor Ariza;21;ORL;0,567;0,461;12;8,9;2,5
Chris Webber;33;DET;0,52;0,323;13,4;17;1,8
Darrell Armstrong;38;IND;0,547;0,247;6,1;24,8;2,9
Brevin Knight;31;CHA;0,487;0,353;5,3;37,5;2,7
Etan Thomas;28;WAS;0,585;0,498;17,4;3,6;0,9
Juan Dixon;28;POR;0,515;0,162;4,3;11,6;2,1
Mickael Gelabale;23;SEA;0,535;0,311;8,4;6,7;1
Steve Francis;29;NYK;0,57;0,615;7,5;22,4;1,8
Al Harrington;26;IND;0,538;0,207;10,8;7,8;1,1
Kurt Thomas;34;PHO;0,531;0,274;18,3;2,7;1
Derek Anderson;32;CHA;0,586;0,361;5,6;17,6;2,3
Gordan Giricek;29;UTA;0,566;0,228;6,6;8,5;1,2
Stephen Jackson;28;IND;0,527;0,34;4,6;16,7;1,4
Troy Murphy;26;IND;0,536;0,197;12,5;9,8;1,1
Yakhouba Diawara;24;DEN;0,45;0,182;5,3;6,5;1,3
Damon Jones;30;CLE;0,525;0,124;3,3;12,7;0,7
Rodney Carney;22;PHI;0,514;0,222;6,6;3,8;1,7
Earl Boykins;30;MIL;0,554;0,292;3,9;21,5;1,4
Antoine Wright;22;NJN;0,5;0,291;9,1;7,6;1,4
Shaquille O'Neal;34;MIA;0,567;0,614;15,4;14,3;0,4
Kwame Brown;24;LAL;0,573;0,554;12,6;10,2;1,8
Reggie Evans;26;DEN;0,55;0,851;23;5,7;1,8
Robert Horry;36;SAS;0,48;0,255;12,3;10,1;2,1
Jordan Farmar;20;LAL;0,515;0,129;6,4;19;2,1
Ronny Turiaf;24;LAL;0,586;0,5;13,9;9,1;0,8
Renaldo Balkman;22;NYK;0,531;0,327;16,4;7;2,8
Speedy Claxton;28;ATL;0,363;0,216;4,6;28,1;3,6
Mike Dunleavy;26;GSW;0,538;0,273;9,8;16,7;1,8
Jake Voskuhl;29;CHA;0,523;0,443;14,5;6,8;1,5
Lorenzen Wright;31;ATL;0,439;0,175;12,6;6,1;1,4
Salim Stoudamire;24;ATL;0,518;0,16;4,3;10,9;1,1
Eddie Jones;35;MIA;0,574;0,151;7,4;11,9;2,4
Stromile Swift;27;MEM;0,517;0,387;14,5;2,8;1,5
Brian Scalabrine;28;BOS;0,537;0,12;6,1;8,9;1,2
Marc Jackson;32;NOK;0,471;0,265;10,8;9,6;1,1
Brian Cook;26;LAL;0,525;0,115;12,4;10,8;1,3
Keith Bogans;26;ORL;0,546;0,257;5,8;9,5;1,5
Daniel Gibson;20;CLE;0,556;0,169;5,4;10,7;1,2
Vladimir Radmanovic;26;LAL;0,518;0,231;10,7;10,5;1,3
Charlie Villanueva;22;MIL;0,547;0,232;13,6;6,1;1,3
Ersan Ilyasova;19;MIL;0,5;0,245;11,4;7,8;1,4
Lawrence Roberts;24;MEM;0,533;0,63;16,1;4,7;1,9
Tarence Kinsey;22;MEM;0,532;0,322;6;7;2,8
Tyrus Thomas;20;CHI;0,521;0,621;15,9;6,6;2,4
Clifford Robinson;40;NJN;0,434;0,165;7,5;8,2;0,7
Beno Udrih;24;SAS;0,459;0,174;5,2;20,6;1,5
Eddie House;28;NJN;0,536;0,086;5,7;13,1;1,5
Jason Maxiell;23;DET;0,518;0,523;11,7;2,5;1,7
Walter Herrmann;27;CHA;0,625;0,161;8,8;5;0,9
Sasha Vujacic;22;LAL;0,54;0,183;6,7;10,3;2,3
Kevin Ollie;34;PHI;0,481;0,241;4,8;21,8;1,2
Jarron Collins;28;UTA;0,494;0,488;11,4;9,5;0,7
Wally Szczerbiak;29;BOS;0,54;0,325;6,5;11,3;1
Earl Boykins;30;DEN;0,542;0,347;4;24,2;1,4
Fred Jones;27;TOR;0,516;0,353;5,5;9,6;1,8
Thabo Sefolosha;22;CHI;0,464;0,176;10,1;10,7;1,9
Sergio Rodriguez;20;POR;0,493;0,109;6,6;41,9;2,2
Nenad Krstic;23;NJN;0,566;0,375;12,2;10,2;0,6
Dan Gadzuric;28;MIL;0,482;0,395;17,2;5,3;1,4
Primoz Brezec;27;CHA;0,474;0,248;13;4,6;0,7
Sean May;22;CHA;0,551;0,341;16,5;14,5;1,2
Andre Miller;30;DEN;0,526;0,343;7,1;38,7;2,2
Malik Rose;32;NYK;0,46;0,28;12,8;12,7;1,7
Tony Allen;25;BOS;0,596;0,517;9,2;12,5;3,2
Marquis Daniels;26;IND;0,506;0,285;5,9;12,6;1,8
David Noel;22;MIL;0,47;0,243;9,1;11,7;1,6
Mardy Collins;22;NYK;0,445;0,36;8;17,4;2,2
Nazr Mohammed;29;DET;0,554;0,369;17,6;2;1,9
Jacque Vaughn;31;SAS;0,491;0,389;5,4;25,9;1,7
Alexander Johnson;23;MEM;0,588;0,698;14,4;3,6;1,7
Jason Hart;28;LAC;0,491;0,186;6,7;20,2;2,9
Lindsey Hunter;36;DET;0,495;0,135;3,7;20,3;2,5
Anthony Johnson;32;ATL;0,481;0,162;4,3;27,7;1,2
Austin Croshere;31;DAL;0,463;0,234;15,4;9,2;1
Linton Johnson;26;NOK;0,548;0,195;13,1;4;2,4
Leon Powe;23;BOS;0,549;0,814;17,9;2,3;1
Daniel Ewing;23;LAC;0,495;0,28;6,1;19,8;2,4
Allan Ray;22;BOS;0,512;0,212;5,8;10,5;1,5
Jeff McInnis;32;CHA;0,423;0,177;5,2;27,7;1
Joel Przybilla;27;POR;0,467;0,346;14,9;2,6;0,8
Darius Songaila;28;WAS;0,567;0,24;11;9;1,2
Michael Doleac;29;MIA;0,518;0,234;13,1;5,1;1,4
Louis Williams;20;PHI;0,521;0,436;6,1;26,5;1,7
Juan Dixon;28;TOR;0,517;0,17;6,3;9,9;2
Andray Blatche;20;WAS;0,471;0,249;16,1;8,8;1,3
Ronnie Brewer;21;UTA;0,566;0,43;6,7;5,7;2,9
Kris Humphries;21;TOR;0,516;0,427;16,4;4,2;1,1
Kelenna Azubuike;23;GSW;0,572;0,355;7,7;6,2;1,6
Josh Boone;22;NJN;0,587;0,602;15,5;2,6;0,9
Troy Murphy;26;GSW;0,553;0,367;12,9;12,8;1,5
Solomon Jones;22;ATL;0,587;0,586;12,3;2,7;0,9
Sarunas Jasikevicius;30;IND;0,548;0,29;4,2;28,4;1
Matt Bonner;26;SAS;0,542;0,16;14,4;5,7;1,4
Allen Iverson;31;PHI;0,529;0,475;3,8;34;2,7
Malik Allen;28;CHI;0,443;0,132;10,6;4,2;1,4
Hilton Armstrong;22;NOK;0,57;0,536;13,6;2,5;1
J,J, Redick;22;ORL;0,569;0,308;5,2;9,7;1
Bonzi Wells;30;HOU;0,446;0,396;11,7;8,9;2,2
Adrian Griffin;32;CHI;0,499;0,147;10,6;15,2;2,8
Steve Blake;26;MIL;0,435;0,155;4,5;20,3;0,9
Ronnie Price;23;SAC;0,489;0,32;7,4;13,7;2,5
Kirk Snyder;23;HOU;0,536;0,514;8,5;11,3;1
Anthony Johnson;32;DAL;0,479;0,199;5,1;21,2;1,5
Eddie Jones;35;MEM;0,485;0,225;6,5;9,1;2
Shawne Williams;20;IND;0,533;0,125;8,6;6,7;0,6
Troy Hudson;30;MIN;0,483;0,164;5,2;21,4;1,3
Rashad McCants;22;MIN;0,454;0,328;5,1;10,8;2,5
Chris Webber;33;PHI;0,409;0,122;16,4;19,5;1,8
Junior Harrington;26;MEM;0,483;0,336;7,5;25,4;2
Royal Ivey;25;ATL;0,496;0,245;5,7;14,1;2,4
Ike Diogu;23;IND;0,539;0,525;15;6,5;0,5
Cedric Simmons;21;NOK;0,43;0,25;11,6;3,5;0,8
Mike Wilks;27;SEA;0,533;0,298;6,1;22,9;1,5
Marcus Banks;25;PHO;0,497;0,306;4,4;17,4;2,3
Hassan Adams;22;NJN;0,577;0,267;9,2;4,5;1,8
Roger Mason;26;WAS;0,443;0,089;5,3;10,9;1,3
Adonal Foyle;31;GSW;0,557;0,294;14,6;5,5;1,1
Mark Madsen;31;MIN;0,547;0,674;11;3;1,1
Dale Davis;37;DET;0,486;0,351;17,5;3,9;1,2
Bo Outlaw;35;ORL;0,667;0,431;14,2;5,3;2
Dee Brown;22;UTA;0,411;0,378;5,4;26,2;2,6
Fred Jones;27;POR;0,466;0,232;4,6;18,9;2,2
Dan Dickau;28;POR;0,476;0,351;6;26,3;1,7
Lynn Greer;27;MIL;0,538;0,227;3,7;19;2
Peja Stojakovic;29;NOK;0,543;0,194;7,3;4,7;1
DerMarr Johnson;26;DEN;0,414;0,136;7,7;6;1,9
Alan Henderson;34;PHI;0,679;0,701;15,4;3,8;1,1
Chris Quinn;23;MIA;0,479;0,282;4,3;25,8;2
Maceo Baston;31;IND;0,714;0,618;10,6;6,5;1,5
Mike Sweetney;24;CHI;0,469;0,493;17,8;11,7;1,2
John Lucas;24;HOU;0,468;0,122;5,4;15,1;2,3
Calvin Booth;30;WAS;0,49;0,152;12,3;6,8;0,5
Keith McLeod;27;GSW;0,538;0,505;3;16,6;2,2
James Singleton;25;LAC;0,449;0,354;16,9;7;2,1
Aaron Williams;35;LAC;0,606;0,415;13,6;2,9;1
C,J, Miles;19;UTA;0,4;0,198;5,7;10;1,5
Donell Taylor;24;WAS;0,422;0,15;8,3;19,6;2,4
Rawle Marshall;24;IND;0,455;0,506;4,6;5,7;1,7
Quincy Douby;22;SAC;0,449;0,119;6;6,9;2,1
Raef LaFrentz;30;POR;0,441;0,255;12,4;3,7;1,1
David Wesley;36;CLE;0,418;0,373;5,8;15,3;1,8
Shammond Williams;31;LAL;0,53;0,07;6,8;13,3;1,8
Keith McLeod;27;IND;0,495;0,301;3,8;21;1,1
Bobby Jones;23;PHI;0,495;0,441;10,2;7,8;1,7
Justin Williams;22;SAC;0,566;0,716;20,3;1;0,8
Justin Reed;25;MIN;0,441;0,28;8,7;8,6;0,8
Brian Cardinal;29;MEM;0,655;0,318;11,3;16,1;3,6
Sarunas Jasikevicius;30;GSW;0,493;0,307;3,7;28;2
Josh Powell;24;GSW;0,57;0,385;13,1;9,1;0,8
Travis Diener;24;ORL;0,566;0,188;3,9;20;0,7
Pat Garrity;30;ORL;0,456;0,257;9,3;7,8;1,3
Jerome James;31;NYK;0,437;0,228;14,4;1,8;1,2
Vassilis Spanoulis;24;HOU;0,47;0,583;4,7;15,9;1,4
Michael Ruffin;30;WAS;0,322;1,056;13,1;2,9;1,1
Andre Brown;25;SEA;0,577;0,203;16,4;1,2;1,2
Jake Tsakalidis;27;MEM;0,446;0,48;14,8;1,2;1,4
Alan Anderson;24;CHA;0,538;0,284;7,4;13,8;1,4
Orien Greene;24;IND;0,432;0,403;10;13,6;3,5
Rafael Araujo;26;UTA;0,463;0,446;16,2;6,1;1,3
Jalen Rose;34;PHO;0,592;0,14;5,4;9,3;1
Melvin Ely;28;CHA;0,464;0,583;9,5;8,9;0,4
Jared Reiner;24;MIL;0,348;0,233;17,1;7,4;1,1
Bernard Robinson;26;CHA;0,4;0,407;10,3;10,5;2,8
Michael Olowokandi;31;BOS;0,423;0,065;12,3;3,3;1,8
Viktor Khryapa;24;CHI;0,448;0,371;14,1;13,9;2,2
Anthony Roberson;23;GSW;0,527;0,029;5,1;7;2,6
Ike Diogu;23;GSW;0,601;0,53;15,6;3,6;0,7
Darrick Martin;35;TOR;0,455;0,223;3,2;31,7;0,7
Othella Harrington;33;CHA;0,51;0,393;10,2;4,4;0,2
Maurice Ager;22;DAL;0,408;0,471;5,9;5;1
Earl Barron;25;MIA;0,357;0,217;11,9;4;1,6
Shannon Brown;21;CLE;0,455;0,189;6;8,1;1,8
Cedric Bozeman;23;ATL;0,312;0,154;7;6,9;1,3
Scott Padgett;30;HOU;0,409;0,224;13,1;6,2;1,1
Jose Barea;22;DAL;0,44;0,308;7,9;20,4;0,3
Steve Novak;23;HOU;0,501;0,04;7,8;4,9;1,4
David Harrison;24;IND;0,525;0,379;12,8;5,6;1,4
Bracey Wright;22;MIN;0,493;0,3;6,6;12,7;2,5
Ryan Hollins;22;CHA;0,597;1,111;9,9;0,9;1,1
Paul Davis;22;LAC;0,452;0,192;14,6;6,4;1,8
Shavlik Randolph;23;PHI;0,503;0,458;18,1;3,7;2,1
Kyle Lowry;20;MEM;0,556;0,737;10,6;27,3;4,1
Damir Markota;21;MIL;0,449;0,212;10,7;5,2;0,9
Mouhamed Sene;20;SEA;0,429;0,592;16;0;0,9
Will Blalock;23;DET;0,383;0,2;5,4;14,9;1,7
Stephen Graham;24;POR;0,512;0,225;7,9;4,9;1,3
Pat Burke;33;PHO;0,424;0,2;16,7;4,3;0,9
Brandon Bass;21;NOK;0,411;0,364;15,3;2,8;0,7
Danny Fortson;30;SEA;0,56;0,433;16,3;0,9;0,3
Joe Smith;31;DEN;0,526;0,25;15,2;3,1;2
Matt Freije;25;ATL;0,353;0,111;9,8;7,9;1,1
Jumaine Jones;27;PHO;0,386;0,039;9,7;1;1,8
James White;24;SAS;0,525;0,366;8,8;5,8;1,2
Robert Hite;23;MIA;0,391;0,2;6,9;9,9;1,2
Jake Tsakalidis;27;HOU;0,524;0,682;17,4;3,4;0,4
Aaron McKie;34;LAL;0,647;0;8;14,4;1,6
Ira Newble;32;CLE;0,556;0,27;13,5;2,5;2,5
Jamal Sampson;23;DEN;0,595;1;21,6;5,5;0,8
Amir Johnson;19;DET;0,6;0,424;17,7;4,1;2,2
Luke Jackson;25;TOR;0,578;0,257;4,3;11,9;2,1
Patrick O'Bryant;20;GSW;0,393;0,531;9,7;10,2;2,4
Luke Schenscher;24;POR;0,364;0,304;13,2;1,3;0,9
Scot Pollard;31;CLE;0,432;0,154;16,5;4,2;1,9
Jackie Butler;21;SAS;0,52;0,286;12,9;8,1;1
Marcus Vinicius;22;NOK;0,608;0,467;6,2;7,1;1
Maurice Taylor;30;SAC;0,356;0,464;16;7,3;2
Jason Hart;28;SAC;0,617;0,367;8,8;16,9;1,5
Kevinn Pinkney;23;BOS;0,501;0,333;9;8,3;1,6
Kelvin Cato;32;NYK;0,403;0,545;19,4;0;1,7
Ronald Dupree;26;DET;0,358;0,29;10,7;8,5;2,9
Wayne Simien;23;MIA;0,441;0,304;7;6,7;1,1
Eddie Griffin;24;MIN;0,308;0,185;16,3;6,5;0
Eric Williams;34;SAS;0,566;0,206;9,6;11,6;1,2
Louis Amundson;24;PHI;0,412;0,667;19,3;1,7;0,6
P,J, Tucker;21;TOR;0,533;0,636;16,3;5,7;1,2
Doug Christie;36;LAC;0,355;0,176;8;14,6;1,9
Andreas Glyniadakis;25;SEA;0,475;0,118;5,9;1,8;0
Stanislav Medvedenko;27;ATL;0,556;0,69;10,4;4,4;0
Esteban Batista;23;ATL;0,524;0,438;22,3;8,1;2
Didier Ilunga-Mbenga;26;DAL;0,435;0,5;8,4;10,9;2
Eric Piatkowski;36;PHO;0,522;0,08;7,2;7,5;0
Uros Slokar;23;TOR;0,599;0,5;11,4;2,4;0,7
Pops Mensah-Bonsu;23;DAL;0,582;1,059;17,8;0;0,8
Melvin Ely;28;SAS;0,376;0,6;13;9,2;3,3
Josh Powell;24;IND;0,296;0,8;17,2;6,7;0
Kenyon Martin;29;DEN;0,446;0,75;17,9;2,4;0
James Lang;23;WAS;0,491;0,556;11,5;5,2;0
Dijon Thompson;23;ATL;0,482;0,4;9,6;6,8;0
Randolph Morris;21;NYK;0,231;1;12,2;3,2;2,4
Theo Ratliff;33;BOS;0,525;1,333;9,5;0;1,2
Kevin Willis;44;DAL;0,432;0,154;11,2;3,6;2,5
Yaroslav Korolev;19;LAC;0,322;0,375;4,4;15,4;3,9
